"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) Sample 2","#Peptides","Area Sample 2","#Unique","#Spec Sample 2","PTM","Average Mass","Description"
70,true,"E4VP34|E4VP34_MESEU",317.4086,53.73,53.73,14,8.4357818E8,2,55.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",7725.92,"Putative bifunctional venom peptide TXXbeta3 (Fragment) OS=Mesobuthus eupeus OX=34648 GN=TXKbeta5 PE=2 SV=1"
188,true,"A0A1W7RAE8|A0A1W7RAE8_9SCOR",228.15254,7.92,7.92,6,,1,13.0,"Carbamidomethylation; Deamidation (NQ)",73645.26,"Hemocyanin subunit 5b OS=Hadrurus spadix OX=141984 PE=3 SV=1"
184,false,"A0A1W7RAN3|A0A1W7RAN3_9SCOR",229.05977,8.62,8.62,4,947883.2,4,6.0,"Deamidation (NQ)",51195.215,"Elongation factor 1-alpha OS=Hadrurus spadix OX=141984 PE=3 SV=1"
262,false,"A0A1E1WVQ8|A0A1E1WVQ8_TITOB",93.80799,2.31,2.31,1,567793.25,1,2.0,"",39271.055,"Putative peptidylglycine alpha-amidating monooxygenase OS=Tityus obscurus OX=1221240 PE=4 SV=1"
204,true,"A0A088DAE0|A0A088DAE0_MESEU",174.77237,31.67,31.67,4,4.33510592E8,4,12.0,"Carbamidomethylation; Deamidation (NQ)",6807.1943,"Potassium channel blocker pMeKTx9-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
73,false,"Q549D8|Q549D8_MESMA",194.66235,22.81,22.81,4,5.1591488E7,3,11.0,"Carbamidomethylation; Deamidation (NQ)",6344.505,"Putative apamin-sensitive potassium channel inhibitor OS=Mesobuthus martensii OX=34649 GN=Kk5 PE=2 SV=1"
395,true,"A0A2I9LP15|A0A2I9LP15_9SCOR",44.026516,6.76,6.76,1,1053246.5,1,1.0,"Carbamidomethylation",23564.389,"peptidylprolyl isomerase OS=Centruroides hentzi OX=88313 PE=4 SV=1"
396,true,"A0A1B3IJ22|A0A1B3IJ22_9SCOR",32.249466,5.22,5.22,1,1189588.5,1,1.0,"Carbamidomethylation",12773.78,"Venom peptide HtTxB OS=Hadogenes troglodytes OX=1577150 PE=2 SV=1"
294,true,"F1CJ43|F1CJ43_HOTJU",195.6834,18.44,18.44,3,5230998.0,3,7.0,"",20382.307,"Putative alpha-2-macroglobulin (Fragment) OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
196,false,"A0A1W7R9U5|A0A1W7R9U5_9SCOR",168.85019,17.48,17.48,3,622261.75,3,3.0,"Carbamidomethylation",22867.994,"Ras-related protein Rab-1A OS=Hadrurus spadix OX=141984 PE=3 SV=1"
325,true,"E4VP13|E4VP13_MESEU",142.41928,13.20,13.20,2,930096.2,2,2.0,"Carbamidomethylation",21470.816,"Venom leucine aminopeptidase (Fragment) OS=Mesobuthus eupeus OX=34648 GN=VLAP-1 PE=2 SV=1"
95,true,"T1DPC1|T1DPC1_9SCOR",259.2897,10.90,10.90,10,2.06395904E8,3,29.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",47078.29,"CAP-Lyc-1 OS=Lychas buchari OX=1330406 PE=2 SV=1"
364,true,"P83406|KAX97_HOTJU",84.716286,53.57,53.57,1,135890.05,1,1.0,"Carbamidomethylation",2880.2612,"Potassium channel toxin alpha-KTx 9.7 OS=Hottentotta judaicus OX=6863 PE=1 SV=1"
326,true,"A0A088DB40|A0A088DB40_MESEU",153.44522,25.00,25.00,2,2.8534878E7,2,4.0,"Carbamidomethylation",6871.213,"Potassium channel blocker pMeKTx22-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
146,true,"A0AA49QCI2|A0AA49QCI2_9SCOR",275.84027,14.14,14.14,9,1274792.6,4,11.0,"Deamidation (NQ)",55522.895,"Disulfide isomerase OS=Tityus melici OX=3026321 PE=2 SV=1"
376,true,"A0A0U1TYB8|A0A0U1TYB8_ISOMC",27.365747,9.84,9.84,1,1470445.6,1,1.0,"Carbamidomethylation",7186.65,"Uncharacterized protein OS=Isometrus maculatus OX=497827 PE=2 SV=1"
133,true,"P60257|SCXC_BUTOM",261.54865,87.88,87.88,10,,4,13.0,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ)",7440.4565,"Toxin Boma6c OS=Buthus occitanus mardochei OX=6869 PE=3 SV=1"
65,true,"F8THJ9|F8THJ9_HOTJU",320.32153,21.82,21.82,13,3.4551532E7,13,44.0,"Deamidation (NQ)",19511.94,"Putative orcokinin OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
166,true,"A0A0U1SCI0|A0A0U1SCI0_ISOMC",222.42577,25.24,25.24,8,193557.31,3,9.0,"Deamidation (NQ); Carbamidomethylation",24078.215,"SCP domain-containing protein (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
397,true,"A0A0U1SKC7|A0A0U1SKC7_ISOMC",71.62956,10.47,10.47,1,228915.02,1,1.0,"",9967.487,"Sorting nexin-3 (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
147,true,"P17728|SCXA_LEIHE",264.97583,64.71,64.71,9,2161102.8,1,14.0,"Carbamidomethylation; Deamidation (NQ)",9571.132,"Alpha-insect toxin LqhaIT OS=Leiurus hebraeus OX=6884 PE=1 SV=2"
171,true,"P01481|SCX5_LEIQU",220.74754,48.44,48.44,5,2.146658E7,1,7.0,"Carbamidomethylation; Deamidation (NQ)",7301.2505,"Alpha-mammal toxin Lqq5 OS=Leiurus quinquestriatus quinquestriatus OX=6885 PE=1 SV=1"
179,false,"A0A0K0LC90|A0A0K0LC90_9SCOR",96.60829,29.41,29.41,1,3.5185004E7,1,2.0,"",3891.3132,"Cellular protein AbCp-78 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
120,true,"A0A088DAE2|A0A088DAE2_MESEU",287.7621,60.34,60.34,10,8.5508781E8,8,25.0,"Carbamidomethylation; Oxidation (M)",6404.761,"Potassium channel blocker pMeKTx4-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
327,true,"U6JPA9|U6JPA9_TITSE",150.87491,7.08,7.08,2,738776.56,2,3.0,"Carbamidomethylation",38249.086,"Cathepsin L-like cysteine peptidase 3 protein OS=Tityus serrulatus OX=6887 GN=ctsl PE=2 SV=1"
81,true,"F1CIY2|F1CIY2_HOTJU",327.4661,27.75,27.75,12,5.5307348E7,5,34.0,"Deamidation (NQ); Carbamidomethylation; Oxidation (M)",25193.066,"Putative transmembranal serine protease (Fragment) OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
200,true,"A0A2I9LNZ2|A0A2I9LNZ2_9SCOR",245.98784,15.31,15.31,6,1437503.1,6,7.0,"Carbamidomethylation",48318.82,"Endoplasmic reticulum resident protein 44 OS=Centruroides hentzi OX=88313 PE=4 SV=1"
398,true,"A0A088DB30|A0A088DB30_MESEU",34.14677,12.50,12.50,1,3084878.5,1,3.0,"Carbamidomethylation",6260.505,"Potassium channel blocker pMeKTx7-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
376,true,"A0A059UEE4|KA274_MESGB",27.365747,8.22,8.22,1,1470445.6,1,1.0,"Carbamidomethylation",8479.192,"Potassium channel toxin alpha-KTx 27.4 OS=Mesobuthus gibbosus OX=123226 PE=3 SV=1"
102,false,"Q9NII6|KAX15_MESMA",134.39583,26.32,26.32,3,8.3093677E8,3,8.0,"Deamidation (NQ); Carbamidomethylation",6369.6675,"Potassium channel toxin alpha-KTx 1.5 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
83,false,"A0A0U1TZA8|A0A0U1TZA8_ISOMC",215.52306,28.21,28.21,5,1.2452603E7,5,5.0,"Carbamidomethylation",8925.368,"Uncharacterized protein (Fragment) OS=Isometrus maculatus OX=497827 PE=2 SV=1"
62,true,"Q9NBW2|SCBT_MESMA",357.49283,66.27,66.27,18,1.6080192E8,9,39.0,"Carbamidomethylation; Deamidation (NQ)",9378.015,"Toxin BmKBT OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
45,true,"A0A0K0LC08|A0A0K0LC08_9SCOR",361.2832,57.78,57.78,19,330643.97,2,68.0,"Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term)",5163.074,"Potassium channel blocker AbKTx-4 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
389,true,"A0A0K0LC31|A0A0K0LC31_9SCOR",79.88834,11.11,11.11,1,696877.7,1,1.0,"Carbamidomethylation",11325.109,"Orphan peptide AbOp-6 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
295,true,"A0A2I9LNS6|A0A2I9LNS6_9SCOR",124.377556,6.86,6.86,3,3008180.0,3,3.0,"Carbamidomethylation",43243.566,"Acid phosphatase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
167,true,"Q9NJC4|SC17_MESMA",221.53099,36.49,36.49,5,1.3533855E7,3,30.0,"Deamidation (NQ); Carbamidomethylation",8347.463,"Toxin BmKaTx17 (Fragment) OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
282,false,"B8XGY8|B8XGY8_BUTOS",139.16418,10.47,10.47,2,108662.72,2,2.0,"Carbamidomethylation",9409.006,"Putative alpha toxin Tx452 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
328,true,"A7KJJ7|KA261_MESMA",94.88327,28.07,28.07,2,2.7672064E7,2,3.0,"Carbamidomethylation",6468.773,"Potassium channel toxin alpha-KTx 26.1 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
82,true,"E7CZZ1|SCXNC_MESEU",348.07547,78.87,78.87,15,2.9223424E7,6,31.0,"Carbamidomethylation; Deamidation (NQ)",7818.8545,"Sodium channel neurotoxin MeuNaTxalpha-12 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
201,true,"A0A2I9LP25|A0A2I9LP25_9SCOR",240.11472,10.06,10.06,6,248092.67,4,7.0,"",72654.375,"Heat shock 70 kDa protein OS=Centruroides hentzi OX=88313 PE=3 SV=1"
265,true,"A0A0U4R446|A0A0U4R446_ODODO",185.99939,31.33,31.33,3,1387011.6,1,10.0,"Carbamidomethylation",9701.264,"Sodium channel toxin NaTx3 OS=Odontobuthus doriae OX=342590 GN=NaTx3 PE=2 SV=1"
158,true,"V9LLN7|V9LLN7_MESMA",280.25693,24.19,24.19,8,2.38554432E8,8,20.0,"Carbamidomethylation",7111.3877,"Potassium channel blocker BmK39 OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
177,false,"C0HM78|KAX2O_CENBO",30.196234,15.38,15.38,1,451139.78,1,2.0,"Carbamidomethylation",4365.2573,"Potassium channel toxin alpha-KTx 2.24 (Fragment) OS=Centruroides bonito OX=3035065 PE=1 SV=1"
367,true,"P55904|SIX5_BUTOC",25.2262,13.11,13.11,1,520037.16,1,1.0,"Carbamidomethylation",6816.605,"Beta-insect depressant toxin BotIT5 OS=Buthus occitanus tunetanus OX=6871 PE=1 SV=1"
148,true,"A0A088D9R6|A0A088D9R6_MESEU",237.97194,46.77,46.77,6,3.789196E7,6,11.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",7473.83,"Potassium channel blocker pMeKTx27-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
257,false,"A0A1W7RAI3|A0A1W7RAI3_9SCOR",44.64844,1.93,1.93,1,,1,1.0,"",39312.863,"Fructose-bisphosphate aldolase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
176,true,"Q1EG65|Q1EG65_MESMA",236.14177,27.06,27.06,7,996717.9,2,11.0,"Carbamidomethylation; Deamidation (NQ)",9427.869,"Sodium toxin peptide BmKTb OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
248,false,"Q686V0|Q686V0_MESGB",104.95598,9.24,9.24,1,207751.77,1,2.0,"",12840.883,"CG10527-like methyltransferase (Fragment) OS=Mesobuthus gibbosus OX=123226 GN=mettrans PE=4 SV=1"
399,true,"P82813|SIX3_HOTTS",24.512653,16.39,16.39,1,1828586.8,1,1.0,"Carbamidomethylation",6714.704,"Insect toxin BsIT3 OS=Hottentotta tamulus sindicus OX=42519 PE=1 SV=1"
400,true,"A0A088D9T0|A0A088D9T0_MESEU",42.076927,14.04,14.04,1,,1,1.0,"Carbamidomethylation",6183.406,"Potassium channel blocker pMeKTx2-4 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
160,false,"A0A1V1WC73|A0A1V1WC73_9SCOR",64.08962,9.46,9.46,1,553805.94,1,1.0,"",8270.589,"Putative NDBP OS=Superstitionia donensis OX=311983 PE=4 SV=1"
34,false,"Q9NJC6|KBX2_MESMA",323.76114,27.78,27.78,14,,1,56.0,"Carbamidomethylation; Oxidation (M)",10430.535,"Potassium channel toxin BmTXK-beta OS=Mesobuthus martensii OX=34649 PE=3 SV=1"
229,true,"A0A1E1WWA7|A0A1E1WWA7_TITOB",202.79555,6.31,6.31,4,,1,9.0,"Deamidation (NQ)",71979.38,"Putative hemocyanin subunit (Fragment) OS=Tityus obscurus OX=1221240 PE=3 SV=1"
140,false,"F1CJ53|F1CJ53_HOTJU",228.66614,52.50,52.50,6,383877.22,1,60.0,"Deamidation (NQ); Carbamidomethylation",4367.103,"BjaIT (Fragment) OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
258,true,"A0A2I9LNW3|A0A2I9LNW3_9SCOR",160.99,11.03,11.03,4,6.216096E7,3,6.0,"Carbamidomethylation; Deamidation (NQ)",44205.92,"Cysteine-rich secretory protein OS=Centruroides hentzi OX=88313 PE=4 SV=1"
230,true,"A0A088D9S6|A0A088D9S6_MESEU",216.95895,50.79,50.79,5,3.9344548E7,3,6.0,"Carbamidomethylation",6899.981,"Potassium channel blocker pMeKTx30-3 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
3,false,"Q68PG2|SCX13_CENEX",28.686012,9.59,9.59,1,,1,1.0,"Carbamidomethylation",8045.2725,"Neurotoxin Cex13 (Fragment) OS=Centruroides exilicauda OX=6879 PE=2 SV=1"
259,true,"A0A0K0LCJ8|A0A0K0LCJ8_9SCOR",149.54803,27.78,27.78,2,5436984.5,2,7.0,"Deamidation (NQ)",8288.484,"Cellular protein AbCp-5 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
275,true,"A0A0C9RFQ9|A0A0C9RFQ9_TITBA",202.96921,22.99,22.99,3,,1,3.0,"Carbamidomethylation",9775.561,"TSA: Tityus bahiensis Tbah00292 mRNA sequence OS=Tityus bahiensis OX=50343 PE=2 SV=1"
329,true,"A0A1W7RAH0|A0A1W7RAH0_9SCOR",101.73809,3.33,3.33,2,591784.5,2,2.0,"",52152.34,"alpha-L-fucosidase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
59,true,"A0A1W7RB46|A0A1W7RB46_9SCOR",369.44052,66.49,66.49,19,9697292.0,19,27.0,"Carbamidomethylation; Deamidation (NQ)",41823.81,"Actin OS=Hadrurus spadix OX=141984 PE=3 SV=1"
287,true,"F1CJA0|F1CJA0_HOTJU",139.46487,9.76,9.76,2,4.5327304E7,2,14.0,"Carbamidomethylation; Deamidation (NQ)",13826.621,"Venom peptide TxLP1a OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
33,true,"E4VP23|E4VP23_MESEU",388.02,49.45,49.45,25,2.4947474E7,1,62.0,"Deamidation (NQ); Carbamidomethylation; Oxidation (M)",30172.703,"Chymotrypsin-like protease-3 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
90,true,"F6K6F3|F6K6F3_MESEU",332.09763,70.24,70.24,15,1991036.4,3,58.0,"Carbamidomethylation; Deamidation (NQ)",9668.303,"Antibacterial peptide MeuNaTx-15 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
401,true,"A0A2I9LPD0|A0A2I9LPD0_9SCOR",90.23715,1.26,1.26,1,93589.11,1,2.0,"Carbamidomethylation",83983.78,"Neprilysin OS=Centruroides hentzi OX=88313 PE=3 SV=1"
334,true,"A0A146CJE0|A0A146CJE0_MESEU",35.24445,8.33,8.33,1,489294.78,1,1.0,"",8276.956,"Venom toxin meuTx20 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
248,false,"Q686W0|Q686W0_MESGB",195.35854,24.17,24.17,3,1000327.2,3,5.0,"Carbamidomethylation",12956.251,"CG10527-like methyltransferase (Fragment) OS=Mesobuthus gibbosus OX=123226 GN=mettrans PE=4 SV=1"
163,false,"A0A1L4BJ57|A0A1L4BJ57_HEMLE",85.97787,4.96,4.96,1,2797001.8,1,1.0,"Carbamidomethylation",15219.952,"Venom toxin OS=Hemiscorpius lepturus OX=520031 PE=2 SV=1"
65,true,"E4VP55|E4VP55_MESEU",320.32153,21.82,21.82,13,3.4551532E7,13,44.0,"Deamidation (NQ)",19472.945,"Venom neuropeptide-3 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
115,false,"B8XH32|B8XH32_BUTOS",84.79066,11.48,11.48,2,8.5497619E8,2,9.0,"",6818.2593,"Putative potassium channel toxin Tx479 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
251,false,"P58779|SCX5_CENSC",23.070768,10.17,10.17,1,140718.03,1,2.0,"",6305.142,"Alpha-like toxin CsEv5 OS=Centruroides sculpturatus OX=218467 PE=1 SV=1"
367,true,"P80962|SIX2_BUTAR",25.2262,13.11,13.11,1,520037.16,1,1.0,"Carbamidomethylation",6844.6187,"Beta-insect depressant toxin BaIT2 OS=Buthacus arenicola OX=70335 PE=1 SV=1"
339,true,"A0A1W7R9C0|A0A1W7R9C0_9SCOR",56.152378,5.32,5.32,1,,1,1.0,"Carbamidomethylation",50101.637,"Tubulin alpha chain OS=Hadrurus spadix OX=141984 PE=3 SV=1"
105,false,"A0A671WUB7|A0A671WUB7_SPAAU",70.129616,0.54,0.54,1,467702.38,1,1.0,"",123138.65,"Tenascin N OS=Sparus aurata OX=8175 GN=tnn PE=3 SV=1"
231,true,"A0A088D9S4|A0A088D9S4_MESEU",191.90854,53.23,53.23,3,1.3560968E7,2,15.0,"Carbamidomethylation; Deamidation (NQ)",6921.1455,"Potassium channel blocker pMeKTx6-3 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
189,true,"P60208|KA153_ANDMA",247.42807,54.05,54.05,6,351546.44,2,17.0,"Carbamidomethylation; Deamidation (NQ)",3845.5579,"Potassium channel toxin alpha-KTx 15.3 OS=Androctonus mauritanicus mauritanicus OX=6860 PE=1 SV=1"
240,true,"A0A2I9LNV0|A0A2I9LNV0_9SCOR",219.69215,12.56,12.56,4,1016279.6,4,8.0,"Carbamidomethylation",42824.117,"Cathepsin D-like aspartic peptidase 1 protein OS=Centruroides hentzi OX=88313 PE=3 SV=1"
346,true,"P21817|RYR1_HUMAN",31.038675,0.36,0.36,1,,1,1.0,"",565175.5,"Ryanodine receptor 1 OS=Homo sapiens OX=9606 GN=RYR1 PE=1 SV=3"
83,false,"Q8MTW7|Q8MTW7_MESMA",324.34088,56.67,56.67,13,2.61267E7,10,20.0,"Carbamidomethylation; Oxidation (M)",6767.6724,"Venom peptide 2 (Fragment) OS=Mesobuthus martensii OX=34649 PE=2 SV=2"
402,true,"A0A1W7R9F7|A0A1W7R9F7_9SCOR",63.08491,0.91,0.91,1,,1,1.0,"Carbamidomethylation",87101.49,"Transforming growth factor-beta-induced protein ig-h3 OS=Hadrurus spadix OX=141984 PE=4 SV=1"
184,false,"Q9BNV5|Q9BNV5_CENSC",269.3822,20.88,20.88,6,1224228.0,6,8.0,"Deamidation (NQ)",40274.43,"Elongation factor 1-alpha (Fragment) OS=Centruroides sculpturatus OX=218467 PE=2 SV=1"
158,true,"V9LLZ2|V9LLZ2_MESMA",280.25693,24.19,24.19,8,2.38554432E8,8,20.0,"Carbamidomethylation",7110.403,"Potassium channel blocker BmK38 OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
96,true,"A0A088DB12|A0A088DB12_MESEU",280.2062,52.11,52.11,12,2.62124774E9,12,44.0,"Carbamidomethylation; Deamidation (NQ)",8194.649,"Potassium channel blocker pMeKTx26-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
30,true,"P82815|SCBK_MESMA",420.65,75.38,75.38,30,1.819374E7,6,274.0,"Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ)",7226.048,"Bukatoxin OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
205,true,"P0C1B6|BEST_PARTR",206.0381,29.31,29.31,4,6039844.0,1,9.0,"Deamidation (NQ); Carbamidomethylation",6607.359,"Bestoxin OS=Parabuthus transvaalicus OX=170972 PE=1 SV=1"
232,true,"U6BLN5|VMPA1_MESMA",197.24254,4.07,4.07,5,3856539.0,3,6.0,"Carbamidomethylation",44399.082,"Venom metalloproteinase BumaMPs1 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
403,true,"A0A1L4BJ76|A0A1L4BJ76_HEMLE",100.6785,2.05,2.05,1,1979340.9,1,1.0,"",50570.812,"Venom toxin OS=Hemiscorpius lepturus OX=520031 PE=2 SV=1"
330,true,"A0A1W7R9D6|A0A1W7R9D6_9SCOR",121.64248,7.17,7.17,2,219700.34,2,2.0,"Deamidation (NQ)",35707.08,"Transaldolase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
87,true,"E4VP31|E4VP31_MESEU",313.46426,57.58,57.58,11,4.56591584E8,8,43.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",11259.956,"Venom sodium channel toxin-4 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
149,true,"R4H5D2|R4H5D2_MESEU",251.97777,78.79,78.79,8,3525308.2,1,25.0,"Carbamidomethylation; Deamidation (NQ)",3898.5396,"Mu-potassium channel blocker 1 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
67,true,"A0A1E1WWC5|A0A1E1WWC5_TITOB",346.4836,24.68,24.68,17,4315446.5,4,35.0,"Deamidation (NQ); Carbamidomethylation",71587.65,"Putative hemocyanin subunit OS=Tityus obscurus OX=1221240 PE=3 SV=1"
102,false,"P83112|KAX1A_PARTR",30.623505,16.22,16.22,1,3328839.8,1,1.0,"Deamidation (NQ)",4280.1333,"Potassium channel toxin alpha-KTx 1.10 OS=Parabuthus transvaalicus OX=170972 PE=1 SV=1"
213,false,"A0A0U1TYI5|A0A0U1TYI5_LYCMC",190.41032,14.12,14.12,4,,1,7.0,"Carbamidomethylation",9753.383,"Neurotoxin LmNaTx21 (Fragment) OS=Lychas mucronatus OX=172552 PE=2 SV=1"
160,false,"A0A1V1WBK2|A0A1V1WBK2_9SCOR",64.08962,15.56,15.56,1,553805.94,1,1.0,"",5001.607,"Putative NDBP (Fragment) OS=Superstitionia donensis OX=311983 PE=4 SV=1"
180,true,"A0A088DAC7|A0A088DAC7_MESEU",220.202,61.29,61.29,4,1.4133332E7,2,14.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",7126.3906,"Potassium channel blocker pMeKTx18-1a OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
168,true,"A0A1E1WVY9|A0A1E1WVY9_TITOB",255.64662,19.05,19.05,8,192830.83,7,10.0,"Carbamidomethylation; Deamidation (NQ)",44304.39,"Putative cysteine-rich protein OS=Tityus obscurus OX=1221240 PE=4 SV=1"
65,true,"A0A146CJA5|A0A146CJA5_MESEU",320.32153,21.82,21.82,13,3.4551532E7,13,44.0,"Deamidation (NQ)",19493.967,"Venom toxin meuVNP2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
251,false,"P46066|SCXV_CENSC",23.070768,9.52,9.52,1,140718.03,1,2.0,"",7075.9487,"Alpha-toxin CsE5 OS=Centruroides sculpturatus OX=218467 PE=1 SV=1"
59,false,"A0A0K0LCB9|A0A0K0LCB9_9SCOR",104.28949,35.14,35.14,1,163532.58,1,1.0,"",4199.8076,"Cellular protein AbCp-73 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
301,true,"A0A2I9LPI4|A0A2I9LPI4_9SCOR",136.52394,11.46,11.46,2,,2,2.0,"Carbamidomethylation",21716.176,"Ras-like GTP binding protein OS=Centruroides hentzi OX=88313 PE=4 SV=1"
223,false,"A0A146CIV1|A0A146CIV1_MESEU",43.11194,6.82,6.82,1,2.633537E7,1,1.0,"",9874.487,"Sodium channel toxin meuNa10 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
306,true,"C0HJQ4|KAX3I_MESEU",105.08854,24.59,24.59,2,1.51260688E8,2,2.0,"Carbamidomethylation; Deamidation (NQ)",6676.162,"Potassium channel toxin alpha-KTx 3.18 OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
404,true,"A0A1W7RAQ0|A0A1W7RAQ0_9SCOR",72.61975,2.15,2.15,1,28728.945,1,1.0,"Carbamidomethylation",62911.55,"Digestive cysteine proteinase 1 OS=Hadrurus spadix OX=141984 PE=3 SV=1"
160,false,"A0A0K0LCH4|A0A0K0LCH4_9SCOR",174.36372,19.40,19.40,3,2885434.0,3,3.0,"",7678.1523,"Non-disulfide-bridged peptide androcin 10-1 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
312,false,"A0A1W7RA47|A0A1W7RA47_9SCOR",96.16156,1.15,1.15,1,437075.03,1,1.0,"Carbamidomethylation",78517.59,"Neuroendocrine convertase 1 OS=Hadrurus spadix OX=141984 PE=3 SV=1"
296,true,"V9P3B8|V9P3B8_MESEU",104.670876,12.20,12.20,1,4.2267844E7,1,5.0,"Deamidation (NQ); Carbamidomethylation",9644.082,"Meutoxin-3 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
202,true,"Q86BW9|MKTX2_MESMA",205.58435,45.88,45.88,6,,1,24.0,"Carbamidomethylation; Deamidation (NQ)",9413.737,"Makatoxin-2 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
170,true,"A0A1W7R9R2|A0A1W7R9R2_9SCOR",225.98438,42.97,42.97,7,6908630.0,7,11.0,"Acetylation (Protein N-term)",14701.284,"Ubiquitin-ribosomal protein eL40 fusion protein OS=Hadrurus spadix OX=141984 PE=3 SV=1"
162,false,"A0A1W7RAR2|A0A1W7RAR2_9SCOR",271.99524,60.81,60.81,7,2732419.0,7,11.0,"Carbamidomethylation",16958.38,"Cofilin OS=Hadrurus spadix OX=141984 PE=3 SV=1"
177,true,"P86396|KAX3D_MESEU",193.545,54.05,54.05,6,1.12127283E9,6,12.0,"Carbamidomethylation; Deamidation (NQ)",3986.807,"Potassium channel toxin alpha-KTx 3.13 OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
177,false,"P46110|KAX34_LEIHE",30.196234,15.79,15.79,1,451139.78,1,2.0,"Carbamidomethylation",4020.8496,"Potassium channel toxin alpha-KTx 3.4 OS=Leiurus hebraeus OX=6884 PE=1 SV=1"
102,false,"A0A143Q3Q3|A0A143Q3Q3_MESEU",75.39072,13.79,13.79,1,,1,1.0,"",6521.716,"Potassium channel toxin meuk1.16 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
24,true,"Q9GUA7|SCA3_MESMA",441.3068,61.18,61.18,33,6240400.0,4,279.0,"Carbamidomethylation; Deamidation (NQ)",9425.835,"Toxin BmKa3 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
8,false,"A0A0C9RFM5|A0A0C9RFM5_TITBA",142.78307,2.73,2.73,2,1.07246488E8,2,5.0,"",46532.62,"Hyaluronidase OS=Tityus bahiensis OX=50343 PE=2 SV=1"
177,true,"A0A088D9R0|A0A088D9R0_MESEU",193.545,33.33,33.33,6,1.12127283E9,6,12.0,"Carbamidomethylation; Deamidation (NQ)",6465.9478,"Potassium channel blocker pMeKTx13-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
